customer_id,customer_name,tax_id,state,city,loyalty_segment,units_purchased,lat,lon,recency_days,frequency,num_orders,monetary,avg_item_value,promo_orders,first_order_date,last_order_date,has_orders,promo_ratio
35498,Customer 35498,,VT,SAINT GEORGE,1,7,44.4,-73.1,999,0,0,0.0,0.0,0,,,0,0.0
35531,Customer 35531,,VT,GROTON,2,9,44.3,-72.2,999,0,0,0.0,0.0,0,,,0,0.0
35847,Customer 35847,88-6955659,VT,SPRINGFIELD,0,4,43.3,-72.4,999,0,0,0.0,0.0,0,,,0,0.0
37699,Customer 37699,,VT,HARDWICK,3,11,44.5,-72.3,50,3,1,2371.0,790.33,0,2019-09-26,2019-09-26,1,0.0
39338,Customer 39338,70-7771257,VT,SOUTH BURLINGTON,1,7,44.5,-73.2,999,0,0,0.0,0.0,0,,,0,0.0
40210,Customer 40210,,VA,,1,7,36.9,-76.0,999,0,0,0.0,0.0,0,,,0,0.0
44124,Customer 44124,,VT,WINOOSKI,3,32,44.5,-73.2,999,0,0,0.0,0.0,0,,,0,0.0
44710,Customer 44710,56-6059862,UT,GARDEN CITY,3,19,41.9,-111.4,999,0,0,0.0,0.0,0,,,0,0.0
45583,Customer 45583,44-2470200,UT,MOAB,0,3,38.6,-109.6,999,0,0,0.0,0.0,0,,,0,0.0
45610,Customer 45610,,VA,,2,9,36.8,-76.1,999,0,0,0.0,0.0,0,,,0,0.0
48238,Customer 48238,,UT,MANTI,0,1,39.3,-111.6,999,0,0,0.0,0.0,0,,,0,0.0
53330,Customer 53330,,VA,,3,16,36.9,-76.0,999,0,0,0.0,0.0,0,,,0,0.0
56990,Customer 56990,,VT,FAIRLEE,1,7,43.9,-72.2,61,2,1,1356.0,678.0,0,2019-09-15,2019-09-15,1,0.0
57201,Customer 57201,,UT,MONTICELLO,2,9,37.9,-109.3,999,0,0,0.0,0.0,0,,,0,0.0
58206,Customer 58206,,VT,SHARON,2,9,43.8,-72.4,999,0,0,0.0,0.0,0,,,0,0.0
59115,Customer 59115,,VT,MARLBORO,0,1,42.9,-72.7,999,0,0,0.0,0.0,0,,,0,0.0
61043,Customer 61043,13-7888422,VT,CASTLETON,0,1,43.7,-73.2,999,0,0,0.0,0.0,0,,,0,0.0
62552,Customer 62552,,UT,GLENDALE,1,6,37.3,-112.6,999,0,0,0.0,0.0,0,,,0,0.0
63559,Customer 63559,,VT,CAMBRIDGE,3,27,44.6,-72.9,999,0,0,0.0,0.0,0,,,0,0.0
65628,Customer 65628,,UT,PANGUITCH,2,9,37.8,-112.4,999,0,0,0.0,0.0,0,,,0,0.0
67441,Customer 67441,,UT,SIGURD,0,5,38.8,-112.0,999,0,0,0.0,0.0,0,,,0,0.0
67843,Customer 67843,,VA,,0,5,36.9,-76.0,999,0,0,0.0,0.0,0,,,0,0.0
68996,Customer 68996,79-9962303,UT,MANILA,1,6,41.0,-109.7,999,0,0,0.0,0.0,0,,,0,0.0
69284,Customer 69284,,UT,KANAB CITY,1,6,37.1,-112.5,999,0,0,0.0,0.0,0,,,0,0.0
69300,Customer 69300,98-4899519,UT,BIG WATER,0,5,37.1,-111.6,65,1,1,306.0,306.0,0,2019-09-11,2019-09-11,1,0.0
70427,Customer 70427,,VT,BURLINGTON,0,1,44.5,-73.2,999,0,0,0.0,0.0,0,,,0,0.0
72249,Customer 72249,,VA,,2,8,36.9,-76.1,999,0,0,0.0,0.0,0,,,0,0.0
73276,Customer 73276,,VA,,3,15,36.8,-76.2,999,0,0,0.0,0.0,0,,,0,0.0
74231,Customer 74231,85-2211635,VT,SOMERSET,2,9,43.0,-73.0,999,0,0,0.0,0.0,0,,,0,0.0
75417,Customer 75417,01-7038049,UT,,1,7,37.5,-112.8,999,0,0,0.0,0.0,0,,,0,0.0
77730,Customer 77730,40-9771907,VT,BURKE,3,69,44.6,-71.9,999,0,0,0.0,0.0,0,,,0,0.0
80431,Customer 80431,95-3726452,VT,MIDDLEBURY,3,18,44.0,-73.2,999,0,0,0.0,0.0,0,,,0,0.0
80864,Customer 80864,31-6092264,VT,HARTFORD,0,1,43.7,-72.3,999,0,0,0.0,0.0,0,,,0,0.0
90594,Customer 90594,,VT,DERBY,0,4,45.0,-72.1,999,0,0,0.0,0.0,0,,,0,0.0
90812,Customer 90812,,VT,BURLINGTON,0,2,44.5,-73.2,999,0,0,0.0,0.0,0,,,0,0.0
90848,Customer 90848,,VT,WILLISTON,0,3,44.4,-73.1,999,0,0,0.0,0.0,0,,,0,0.0
91816,Customer 91816,,SD,SIOUX FALLS,0,0,43.5,-96.7,999,0,0,0.0,0.0,0,,,0,0.0
92015,Customer 92015,78-5425542,VT,WOLCOTT,3,21,44.6,-72.5,999,0,0,0.0,0.0,0,,,0,0.0
92586,Customer 92586,,VT,SHREWSBURY,2,8,43.5,-72.9,999,0,0,0.0,0.0,0,,,0,0.0
92648,Customer 92648,,VT,BERKSHIRE,3,19,44.9,-72.8,105,3,1,14876.0,4958.67,0,2019-08-02,2019-08-02,1,0.0
93093,Customer 93093,35-2156360,UT,GLENWOOD,3,29,38.8,-112.0,999,0,0,0.0,0.0,0,,,0,0.0
93392,Customer 93392,16-4113502,VT,BRATTLEBORO,2,10,42.8,-72.6,999,0,0,0.0,0.0,0,,,0,0.0
93838,Customer 93838,83-5854432,UT,,2,8,40.4,-110.0,999,0,0,0.0,0.0,0,,,0,0.0
96215,Customer 96215,,VT,BURLINGTON,3,17,44.5,-73.3,999,0,0,0.0,0.0,0,,,0,0.0
97943,Customer 97943,32-5491351,SD,SIOUX FALLS,0,3,43.5,-96.7,999,0,0,0.0,0.0,0,,,0,0.0
98669,Customer 98669,30-1661121,UT,,0,4,40.3,-110.8,999,0,0,0.0,0.0,0,,,0,0.0
99713,Customer 99713,,SD,SIOUX FALLS,1,6,43.5,-96.7,999,0,0,0.0,0.0,0,,,0,0.0
100524,Customer 100524,17-3581030,VT,LONDONDERRY,1,6,43.2,-72.8,999,0,0,0.0,0.0,0,,,0,0.0
103009,Customer 103009,,SD,SIOUX FALLS,3,14,43.5,-96.7,999,0,0,0.0,0.0,0,,,0,0.0
104501,Customer 104501,,UT,,3,52,39.3,-112.6,999,0,0,0.0,0.0,0,,,0,0.0
105297,Customer 105297,27-2844407,VT,BENNINGTON,3,27,42.9,-73.2,999,0,0,0.0,0.0,0,,,0,0.0
105435,Customer 105435,,VT,CAVENDISH,0,1,43.4,-72.6,999,0,0,0.0,0.0,0,,,0,0.0
106958,Customer 106958,,VT,RICHMOND,1,7,44.4,-73.0,999,0,0,0.0,0.0,0,,,0,0.0
107242,Customer 107242,84-2826912,VT,SHOREHAM,3,12,43.9,-73.3,999,0,0,0.0,0.0,0,,,0,0.0
107293,Customer 107293,,VT,WINOOSKI,0,3,44.5,-73.2,999,0,0,0.0,0.0,0,,,0,0.0
108075,Customer 108075,07-3438281,UT,,2,9,38.8,-112.4,999,0,0,0.0,0.0,0,,,0,0.0
108086,Customer 108086,36-8695664,VT,KIRBY,3,12,44.5,-71.9,999,0,0,0.0,0.0,0,,,0,0.0
108166,Customer 108166,,UT,DELTA CITY,3,16,39.4,-112.6,999,0,0,0.0,0.0,0,,,0,0.0
108274,Customer 108274,58-1021268,VT,WINDSOR,1,7,43.5,-72.4,999,0,0,0.0,0.0,0,,,0,0.0
109048,Customer 109048,16-6014402,VT,SHAFTSBURY,0,4,42.9,-73.2,78,1,1,4072.0,4072.0,0,2019-08-29,2019-08-29,1,0.0
109362,Customer 109362,,UT,EAST CARBON CITY,0,2,39.5,-110.4,999,0,0,0.0,0.0,0,,,0,0.0
109700,Customer 109700,,UT,OAK CITY,0,5,39.4,-112.3,999,0,0,0.0,0.0,0,,,0,0.0
110913,Customer 110913,50-1620613,UT,EAST CARBON CITY,0,2,39.5,-110.4,999,0,0,0.0,0.0,0,,,0,0.0
111595,Customer 111595,36-6204264,UT,PRICE,3,15,39.6,-110.8,999,0,0,0.0,0.0,0,,,0,0.0
111595,Customer 111595,36-6204264,UT,PRICE,3,15,39.6,-110.8,999,0,0,0.0,0.0,0,,,0,0.0
112489,Customer 112489,82-8035542,VT,FAIRFAX,2,8,44.7,-73.0,999,0,0,0.0,0.0,0,,,0,0.0
112781,Customer 112781,,UT,,3,18,39.6,-110.8,999,0,0,0.0,0.0,0,,,0,0.0
114763,Customer 114763,97-6362379,VA,,3,66,36.9,-76.1,999,0,0,0.0,0.0,0,,,0,0.0
116544,Customer 116544,,UT,TOOELE,0,1,40.5,-112.3,999,0,0,0.0,0.0,0,,,0,0.0
117569,Customer 117569,,VT,WILLISTON,3,14,44.5,-73.1,999,0,0,0.0,0.0,0,,,0,0.0
120209,Customer 120209,,UT,GRANTSVILLE,2,8,40.6,-112.5,999,0,0,0.0,0.0,0,,,0,0.0
121099,Customer 121099,39-5377568,VT,CHESTER,0,0,43.3,-72.6,999,0,0,0.0,0.0,0,,,0,0.0
121692,Customer 121692,96-7080605,VT,ORLEANS,1,6,44.8,-72.2,999,0,0,0.0,0.0,0,,,0,0.0
121717,Customer 121717,,SD,SIOUX FALLS,0,4,43.5,-96.7,999,0,0,0.0,0.0,0,,,0,0.0
121789,Customer 121789,,VT,BURLINGTON,0,3,44.5,-73.2,999,0,0,0.0,0.0,0,,,0,0.0
122100,Customer 122100,,VT,SAINT JOHNSBURY,3,14,44.4,-72.0,2,5,2,1276.0,255.2,3,2019-08-16,2019-11-13,1,0.6
124269,Customer 124269,93-9459726,SD,SIOUX FALLS,3,12,43.5,-96.7,999,0,0,0.0,0.0,0,,,0,0.0
124556,Customer 124556,,VT,SUNDERLAND,2,8,43.1,-73.1,999,0,0,0.0,0.0,0,,,0,0.0
125949,Customer 125949,36-3268979,UT,STOCKTON,3,16,40.5,-112.4,999,0,0,0.0,0.0,0,,,0,0.0
126127,Customer 126127,58-5754745,VA,,0,5,36.8,-76.1,999,0,0,0.0,0.0,0,,,0,0.0
127832,Customer 127832,55-8762253,VT,KILLINGTON,0,0,43.7,-72.8,999,0,0,0.0,0.0,0,,,0,0.0
128534,Customer 128534,,UT,PRICE,0,5,39.6,-110.8,999,0,0,0.0,0.0,0,,,0,0.0
128876,Customer 128876,98-4800306,VT,BURKE,3,19,44.6,-71.9,999,0,0,0.0,0.0,0,,,0,0.0
129335,Customer 129335,,UT,TOOELE,3,31,40.5,-112.3,999,0,0,0.0,0.0,0,,,0,0.0
132933,Customer 132933,06-7701259,VT,CHARLOTTE,3,24,44.3,-73.2,999,0,0,0.0,0.0,0,,,0,0.0
133188,Customer 133188,53-7591014,VA,,1,6,36.9,-76.0,999,0,0,0.0,0.0,0,,,0,0.0
134330,Customer 134330,74-4215941,SD,SIOUX FALLS,0,0,43.6,-96.7,999,0,0,0.0,0.0,0,,,0,0.0
135946,Customer 135946,,SD,SIOUX FALLS,1,7,43.5,-96.8,999,0,0,0.0,0.0,0,,,0,0.0
137063,Customer 137063,95-4851800,VT,WEST PAWLET,3,26,43.4,-73.2,999,0,0,0.0,0.0,0,,,0,0.0
137321,Customer 137321,06-5891853,UT,,2,8,41.1,-111.8,999,0,0,0.0,0.0,0,,,0,0.0
138152,Customer 138152,,VT,NEWPORT CITY,3,14,45.0,-72.2,999,0,0,0.0,0.0,0,,,0,0.0
138476,Customer 138476,12-6408624,VA,,3,18,36.8,-76.2,28,2,1,377.0,188.5,0,2019-10-18,2019-10-18,1,0.0
139376,Customer 139376,,VT,WELLS,2,9,43.5,-73.2,999,0,0,0.0,0.0,0,,,0,0.0
140239,Customer 140239,30-8511881,VT,DORSET,1,6,43.3,-73.1,999,0,0,0.0,0.0,0,,,0,0.0
140843,Customer 140843,,UT,PARK VALLEY,3,11,41.8,-113.5,999,0,0,0.0,0.0,0,,,0,0.0
141080,Customer 141080,,SD,SIOUX FALLS,1,6,43.5,-96.7,999,0,0,0.0,0.0,0,,,0,0.0
141413,Customer 141413,30-2301603,VT,SOUTH BURLINGTON,2,8,44.5,-73.2,999,0,0,0.0,0.0,0,,,0,0.0
141603,Customer 141603,52-6669393,VT,BRATTLEBORO,3,29,42.9,-72.6,999,0,0,0.0,0.0,0,,,0,0.0
141834,Customer 141834,,UT,STANSBURY PARK,0,0,40.6,-112.3,999,0,0,0.0,0.0,0,,,0,0.0
142209,Customer 142209,60-9531071,VT,HINESBURG,2,8,44.3,-73.1,999,0,0,0.0,0.0,0,,,0,0.0
143200,Customer 143200,,UT,STANSBURY PARK,3,84,40.6,-112.3,999,0,0,0.0,0.0,0,,,0,0.0
144342,Customer 144342,,VT,BELVIDERE,3,16,44.7,-72.7,999,0,0,0.0,0.0,0,,,0,0.0
144397,Customer 144397,48-8293989,VT,BURLINGTON,0,1,44.5,-73.2,999,0,0,0.0,0.0,0,,,0,0.0
146186,Customer 146186,,SD,SIOUX FALLS,0,0,43.5,-96.8,999,0,0,0.0,0.0,0,,,0,0.0
147825,Customer 147825,,VA,,3,22,36.9,-76.1,999,0,0,0.0,0.0,0,,,0,0.0
148075,Customer 148075,,VT,WESTFIELD,0,1,44.9,-72.4,999,0,0,0.0,0.0,0,,,0,0.0
148087,Customer 148087,,VT,PLAINFIELD,3,21,44.2,-72.4,999,0,0,0.0,0.0,0,,,0,0.0
149733,Customer 149733,,VT,FLETCHER,0,1,44.7,-73.0,999,0,0,0.0,0.0,0,,,0,0.0
150834,Customer 150834,,UT,BRIGHAM CITY,0,1,41.6,-112.0,999,0,0,0.0,0.0,0,,,0,0.0
151325,Customer 151325,,VA,,3,24,36.9,-76.0,999,0,0,0.0,0.0,0,,,0,0.0
153973,Customer 153973,,SD,SIOUX FALLS,3,24,43.6,-96.8,999,0,0,0.0,0.0,0,,,0,0.0
153992,Customer 153992,52-6827837,SD,SIOUX FALLS,1,7,43.5,-96.8,80,3,2,928.0,309.33,1,2019-08-02,2019-08-27,1,0.333
155940,Customer 155940,,VA,,0,1,36.9,-76.1,999,0,0,0.0,0.0,0,,,0,0.0
156629,Customer 156629,,VT,JAMAICA,0,1,43.1,-72.8,999,0,0,0.0,0.0,0,,,0,0.0
157121,Customer 157121,36-8307119,VA,,3,201,36.9,-76.0,20,2,1,453.0,226.5,2,2019-10-26,2019-10-26,1,1.0
157599,Customer 157599,45-3616568,VA,,0,3,36.9,-76.1,999,0,0,0.0,0.0,0,,,0,0.0
157728,Customer 157728,15-7192080,VT,LUDLOW,0,4,43.4,-72.7,999,0,0,0.0,0.0,0,,,0,0.0
160076,Customer 160076,,VT,GLOVER,2,8,44.7,-72.3,999,0,0,0.0,0.0,0,,,0,0.0
160445,Customer 160445,74-9944524,VT,SOUTH BURLINGTON,0,0,44.5,-73.2,999,0,0,0.0,0.0,0,,,0,0.0
161266,Customer 161266,,VA,,3,14,36.8,-76.1,95,3,1,920.0,306.67,3,2019-08-12,2019-08-12,1,1.0
162557,Customer 162557,,SD,SIOUX FALLS,0,0,43.5,-96.6,999,0,0,0.0,0.0,0,,,0,0.0
164175,Customer 164175,,SD,SIOUX FALLS,3,19,43.6,-96.8,999,0,0,0.0,0.0,0,,,0,0.0
165265,Customer 165265,68-6261522,VT,VERNON,2,10,42.7,-72.5,70,2,1,501.0,250.5,0,2019-09-06,2019-09-06,1,0.0
168904,Customer 168904,,UT,,3,12,38.2,-111.3,999,0,0,0.0,0.0,0,,,0,0.0
169615,Customer 169615,,SD,BRANDON,1,7,43.6,-96.6,999,0,0,0.0,0.0,0,,,0,0.0
169644,Customer 169644,46-2355182,VT,HARTFORD,0,4,43.6,-72.3,999,0,0,0.0,0.0,0,,,0,0.0
169744,Customer 169744,41-3159197,VT,WEATHERSFIELD,2,9,43.4,-72.5,999,0,0,0.0,0.0,0,,,0,0.0
170203,Customer 170203,,SD,BRANDON,3,13,43.6,-96.6,999,0,0,0.0,0.0,0,,,0,0.0
171593,Customer 171593,21-7086745,VT,POWNAL,0,2,42.8,-73.2,999,0,0,0.0,0.0,0,,,0,0.0
172589,Customer 172589,,VT,ESSEX TOWN,0,5,44.5,-73.1,999,0,0,0.0,0.0,0,,,0,0.0
173066,Customer 173066,,UT,,0,2,40.6,-111.4,999,0,0,0.0,0.0,0,,,0,0.0
173920,Customer 173920,59-6358309,UT,MIDWAY,3,13,40.5,-111.5,23,2,1,1138.0,569.0,0,2019-10-23,2019-10-23,1,0.0
174016,Customer 174016,,VT,BRANDON,3,23,43.8,-73.1,999,0,0,0.0,0.0,0,,,0,0.0
174936,Customer 174936,15-6370787,UT,HEBER CITY,0,5,40.5,-111.4,999,0,0,0.0,0.0,0,,,0,0.0
174984,Customer 174984,03-7076809,UT,HEBER CITY,3,28,40.5,-111.4,67,3,1,17034.0,5678.0,0,2019-09-09,2019-09-09,1,0.0
175146,Customer 175146,,VT,WOODSTOCK,1,6,43.6,-72.5,999,0,0,0.0,0.0,0,,,0,0.0
175378,Customer 175378,,SD,RENNER,0,3,43.7,-96.8,999,0,0,0.0,0.0,0,,,0,0.0
175480,Customer 175480,,SD,CROOKS,0,3,43.7,-96.8,999,0,0,0.0,0.0,0,,,0,0.0
176275,Customer 176275,20-7752022,VT,DOVER,3,29,43.0,-72.9,999,0,0,0.0,0.0,0,,,0,0.0
176664,Customer 176664,,SD,GARRETSON,1,6,43.7,-96.6,999,0,0,0.0,0.0,0,,,0,0.0
177225,Customer 177225,,VA,,0,1,36.8,-76.1,999,0,0,0.0,0.0,0,,,0,0.0
177532,Customer 177532,74-9483904,UT,CASTLE DALE,0,5,39.2,-111.0,999,0,0,0.0,0.0,0,,,0,0.0
177694,Customer 177694,,VT,WILLISTON,0,2,44.5,-73.1,999,0,0,0.0,0.0,0,,,0,0.0
180778,Customer 180778,00-5168203,UT,HEBER CITY,2,9,40.5,-111.4,999,0,0,0.0,0.0,0,,,0,0.0
180779,Customer 180779,,UT,HEBER CITY,0,2,40.5,-111.4,999,0,0,0.0,0.0,0,,,0,0.0
181662,Customer 181662,,VA,,0,0,36.8,-76.1,999,0,0,0.0,0.0,0,,,0,0.0
181803,Customer 181803,,UT,HEBER CITY,3,66,40.5,-111.4,999,0,0,0.0,0.0,0,,,0,0.0
182269,Customer 182269,,VT,SPRINGFIELD,0,4,43.3,-72.5,999,0,0,0.0,0.0,0,,,0,0.0
182996,Customer 182996,,UT,MIDWAY,0,2,40.5,-111.5,999,0,0,0.0,0.0,0,,,0,0.0
183030,Customer 183030,60-8839273,UT,DANIEL ,1,7,40.5,-111.4,999,0,0,0.0,0.0,0,,,0,0.0
183230,Customer 183230,,VT,CALAIS,3,21,44.4,-72.5,999,0,0,0.0,0.0,0,,,0,0.0
188853,Customer 188853,,VT,POWNAL,3,12,42.8,-73.2,30,2,1,1366.0,683.0,0,2019-10-16,2019-10-16,1,0.0
189777,Customer 189777,,VT,EAST HAVEN,0,4,44.7,-71.8,999,0,0,0.0,0.0,0,,,0,0.0
191290,Customer 191290,87-5694519,VT,DUMMERSTON,3,14,42.9,-72.6,999,0,0,0.0,0.0,0,,,0,0.0
191577,Customer 191577,,UT,,0,0,40.5,-111.2,999,0,0,0.0,0.0,0,,,0,0.0
192452,Customer 192452,,VT,BERLIN,3,23,44.2,-72.6,999,0,0,0.0,0.0,0,,,0,0.0
192937,Customer 192937,,UT,LOGAN CITY,3,33,41.8,-111.8,999,0,0,0.0,0.0,0,,,0,0.0
193323,Customer 193323,,VT,COLCHESTER,0,4,44.5,-73.2,999,0,0,0.0,0.0,0,,,0,0.0
193323,Customer 193323,,VT,COLCHESTER,0,4,44.5,-73.2,999,0,0,0.0,0.0,0,,,0,0.0
193387,Customer 193387,,VT,BAKERSFIELD,0,3,44.8,-72.8,999,0,0,0.0,0.0,0,,,0,0.0
195115,Customer 195115,,UT,LOGAN CITY,0,1,41.7,-111.8,999,0,0,0.0,0.0,0,,,0,0.0
195637,Customer 195637,,VA,,3,27,36.8,-76.2,999,0,0,0.0,0.0,0,,,0,0.0
196211,Customer 196211,,UT,LOGAN CITY,0,5,41.7,-111.8,999,0,0,0.0,0.0,0,,,0,0.0
197969,Customer 197969,,UT,,3,26,41.9,-111.9,2,2,1,364.0,182.0,0,2019-11-13,2019-11-13,1,0.0
199875,Customer 199875,48-9653670,VT,BENNINGTON,3,39,42.9,-73.2,17,2,1,770.0,385.0,0,2019-10-29,2019-10-29,1,0.0
